run_id,experiment,preview_name,namespace,isolation_enabled,phase,step,step_duration_s,total_reconcile_s,requeue_count,timestamp_utc
performance-isoFalse-014-fc785b,performance,perf-3fbd4234,preview-pr-9783,False,test_suite,regression,,39.0,,2026-05-14T22:00:40.242189+00:00
performance-isoFalse-014-fc785b,performance,perf-3fbd4234,preview-pr-9783,False,test_suite,e2e,,39.0,,2026-05-14T22:00:40.242191+00:00
performance-isoFalse-014-fc785b,performance,perf-3fbd4234,preview-pr-9783,False,test_suite,checkpoint_total,,39.0,,2026-05-14T22:00:40.242194+00:00
performance-isoFalse-015-ce8dd4,performance,perf-443057fb,preview-pr-9553,False,test_suite,postgres-migrate,18.0,38.0,,2026-05-14T22:01:51.897752+00:00
performance-isoFalse-015-ce8dd4,performance,perf-443057fb,preview-pr-9553,False,test_suite,smoke,5.0,38.0,,2026-05-14T22:01:51.897775+00:00
performance-isoFalse-015-ce8dd4,performance,perf-443057fb,preview-pr-9553,False,test_suite,regression,,38.0,,2026-05-14T22:01:51.897779+00:00
performance-isoFalse-015-ce8dd4,performance,perf-443057fb,preview-pr-9553,False,test_suite,e2e,,38.0,,2026-05-14T22:01:51.897781+00:00
performance-isoFalse-015-ce8dd4,performance,perf-443057fb,preview-pr-9553,False,test_suite,checkpoint_total,,38.0,,2026-05-14T22:01:51.897784+00:00
performance-isoFalse-016-ac89dd,performance,perf-def6d7ae,preview-pr-9556,False,test_suite,postgres-migrate,19.0,39.0,,2026-05-14T22:03:04.549889+00:00
performance-isoFalse-016-ac89dd,performance,perf-def6d7ae,preview-pr-9556,False,test_suite,smoke,6.0,39.0,,2026-05-14T22:03:04.549911+00:00
performance-isoFalse-016-ac89dd,performance,perf-def6d7ae,preview-pr-9556,False,test_suite,regression,,39.0,,2026-05-14T22:03:04.549914+00:00
performance-isoFalse-016-ac89dd,performance,perf-def6d7ae,preview-pr-9556,False,test_suite,e2e,,39.0,,2026-05-14T22:03:04.549917+00:00
performance-isoFalse-016-ac89dd,performance,perf-def6d7ae,preview-pr-9556,False,test_suite,checkpoint_total,,39.0,,2026-05-14T22:03:04.549920+00:00
performance-isoFalse-017-c0ec8a,performance,perf-8adfa1f6,preview-pr-9325,False,test_suite,postgres-migrate,18.0,37.0,,2026-05-14T22:04:15.176715+00:00
performance-isoFalse-017-c0ec8a,performance,perf-8adfa1f6,preview-pr-9325,False,test_suite,smoke,5.0,37.0,,2026-05-14T22:04:15.176734+00:00
performance-isoFalse-017-c0ec8a,performance,perf-8adfa1f6,preview-pr-9325,False,test_suite,regression,,37.0,,2026-05-14T22:04:15.176736+00:00
performance-isoFalse-017-c0ec8a,performance,perf-8adfa1f6,preview-pr-9325,False,test_suite,e2e,,37.0,,2026-05-14T22:04:15.176737+00:00
performance-isoFalse-017-c0ec8a,performance,perf-8adfa1f6,preview-pr-9325,False,test_suite,checkpoint_total,,37.0,,2026-05-14T22:04:15.176739+00:00
performance-isoFalse-018-c36c9d,performance,perf-26fd6ba0,preview-pr-9866,False,test_suite,postgres-migrate,18.0,38.0,,2026-05-14T22:05:25.319535+00:00
performance-isoFalse-018-c36c9d,performance,perf-26fd6ba0,preview-pr-9866,False,test_suite,smoke,4.0,38.0,,2026-05-14T22:05:25.319560+00:00
performance-isoFalse-018-c36c9d,performance,perf-26fd6ba0,preview-pr-9866,False,test_suite,regression,,38.0,,2026-05-14T22:05:25.319563+00:00
performance-isoFalse-018-c36c9d,performance,perf-26fd6ba0,preview-pr-9866,False,test_suite,e2e,,38.0,,2026-05-14T22:05:25.319566+00:00
performance-isoFalse-018-c36c9d,performance,perf-26fd6ba0,preview-pr-9866,False,test_suite,checkpoint_total,,38.0,,2026-05-14T22:05:25.319569+00:00
performance-isoFalse-019-bd6a34,performance,perf-dc431269,preview-pr-9463,False,test_suite,postgres-migrate,19.0,38.0,,2026-05-14T22:06:36.144956+00:00
performance-isoFalse-019-bd6a34,performance,perf-dc431269,preview-pr-9463,False,test_suite,smoke,5.0,38.0,,2026-05-14T22:06:36.144977+00:00
performance-isoFalse-019-bd6a34,performance,perf-dc431269,preview-pr-9463,False,test_suite,regression,,38.0,,2026-05-14T22:06:36.144980+00:00
performance-isoFalse-019-bd6a34,performance,perf-dc431269,preview-pr-9463,False,test_suite,e2e,,38.0,,2026-05-14T22:06:36.144982+00:00
performance-isoFalse-019-bd6a34,performance,perf-dc431269,preview-pr-9463,False,test_suite,checkpoint_total,,38.0,,2026-05-14T22:06:36.144984+00:00
