run_id,experiment,subject_id,preview_name,namespace,isolation_enabled,phase,step,step_duration_s,total_reconcile_s,requeue_count,timestamp_utc
idempotence-s1-flask-catalog-stepsaving-00-2bc80e,idempotence,s1-flask-catalog,idem-041bfbea,preview-pr-6367,true,Succeeded,saving,330.5605212490009,12.886057891000746,0,2026-05-14T22:20:33.017363+00:00
idempotence-s1-flask-catalog-stepsaving-01-3bbd15,idempotence,s1-flask-catalog,idem-2bb63d65,preview-pr-6213,true,Succeeded,saving,319.5518308430019,13.190300467998895,0,2026-05-14T22:27:09.754271+00:00
idempotence-s1-flask-catalog-stepsaving-02-c533fa,idempotence,s1-flask-catalog,idem-075ce981,preview-pr-6529,true,Succeeded,saving,334.2627703879989,11.866752855999948,0,2026-05-14T22:33:30.205004+00:00
idempotence-s1-flask-catalog-stepsmoke-00-94c9af,idempotence,s1-flask-catalog,idem-cf480846,preview-pr-6831,true,Succeeded,smoke,44.88908414800244,14.459891770999093,0,2026-05-14T22:40:09.074585+00:00
idempotence-s1-flask-catalog-stepsmoke-01-4b7833,idempotence,s1-flask-catalog,idem-4b087a5b,preview-pr-6424,true,Succeeded,smoke,325.0423633700011,12.36002557500251,0,2026-05-14T22:41:58.099197+00:00
idempotence-s1-flask-catalog-stepsmoke-02-89b109,idempotence,s1-flask-catalog,idem-0eb69cf0,preview-pr-6703,true,Succeeded,smoke,329.1386783980015,12.085130305000348,0,2026-05-14T22:48:24.023699+00:00
idempotence-s1-flask-catalog-steprestore-regression-00-d1544c,idempotence,s1-flask-catalog,idem-90acf379,preview-pr-6643,true,Succeeded,restore-regression,40.606597157999204,13.233881239997572,0,2026-05-14T22:54:54.706106+00:00
idempotence-s1-flask-catalog-steprestore-regression-01-af21af,idempotence,s1-flask-catalog,idem-2d3612e0,preview-pr-6270,true,Succeeded,restore-regression,34.7715831539972,12.08632078699884,0,2026-05-14T22:56:41.112210+00:00
idempotence-s1-flask-catalog-steprestore-regression-02-dd11b6,idempotence,s1-flask-catalog,idem-f08c3c23,preview-pr-6250,true,Succeeded,restore-regression,40.50556100800168,12.32145047999802,0,2026-05-14T22:58:19.348317+00:00
