run_id,experiment,subject_id,preview_name,namespace,isolation_enabled,phase,step,step_duration_s,total_reconcile_s,requeue_count,timestamp_utc
idempotence-s1-flask-catalog-stepsaving-00-b9f15e,idempotence,s1-flask-catalog,idem-3e2948d3,preview-pr-6189,true,Succeeded,saving,212.44909040200002,15.461385738000047,0,2026-05-15T04:56:39.269655+00:00
idempotence-s1-flask-catalog-stepsaving-01-7b00d6,idempotence,s1-flask-catalog,idem-4fd73e34,preview-pr-6008,true,Succeeded,saving,338.234062579,12.440588519000016,0,2026-05-15T05:01:21.124844+00:00
idempotence-s1-flask-catalog-stepsaving-02-845e2e,idempotence,s1-flask-catalog,idem-f1a0f712,preview-pr-6802,true,Succeeded,saving,52.454536677999954,12.492802781000023,0,2026-05-15T05:08:11.359405+00:00
idempotence-s1-flask-catalog-stepsmoke-00-a94a3b,idempotence,s1-flask-catalog,idem-b4970304,preview-pr-6286,true,Succeeded,smoke,52.47556415199983,12.080453175999992,0,2026-05-15T05:10:09.946263+00:00
